game,mechanism,model,player,label,share_pct,group_count
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Individual utility maximization,45.3704,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Strategic influence,34.2593,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Social welfare maximization,30.5556,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Multidimensional reasoning,25.9259,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Trust evaluation,15.7407,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Uncertainty evaluation,14.8148,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Risk aversion,11.1111,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Inequity aversion,4.6296,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Strategic equilibrium focus,98.1481,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Strategic influence,44.4444,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Individual utility maximization,41.6667,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Social welfare maximization,34.2593,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Multidimensional reasoning,34.2593,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Uncertainty evaluation,14.8148,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Trust evaluation,8.3333,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Risk aversion,5.5556,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Inequity aversion,2.7778,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Social norm conformity,1.8519,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Strategic equilibrium focus,98.1481,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Individual utility maximization,44.4444,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Social welfare maximization,39.8148,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Strategic influence,37.0370,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Multidimensional reasoning,20.3704,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Trust evaluation,15.7407,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Uncertainty evaluation,12.9630,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Risk aversion,10.1852,108
PublicGoods,Mediation,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Social norm conformity,0.9259,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Strategic equilibrium focus,96.2963,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Individual utility maximization,83.3333,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Strategic influence,31.4815,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Social welfare maximization,26.8519,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Risk aversion,12.0370,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Multidimensional reasoning,11.1111,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Trust evaluation,7.4074,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Uncertainty evaluation,3.7037,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Strategic equilibrium focus,100.0000,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Individual utility maximization,71.2963,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Social welfare maximization,32.4074,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Strategic influence,28.7037,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Multidimensional reasoning,16.6667,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Trust evaluation,14.8148,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Risk aversion,12.0370,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Uncertainty evaluation,10.1852,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Social norm conformity,0.9259,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Inequity aversion,0.9259,108
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Strategic equilibrium focus,99.0654,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Individual utility maximization,83.1776,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Strategic influence,40.1869,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Social welfare maximization,22.4299,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Multidimensional reasoning,14.9533,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Risk aversion,8.4112,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Trust evaluation,4.6729,107
PublicGoods,Mediation,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Uncertainty evaluation,2.8037,107
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Individual utility maximization,81.4815,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Uncertainty evaluation,75.9259,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Risk aversion,54.6296,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Multidimensional reasoning,53.7037,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Strategic equilibrium focus,34.2593,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Strategic influence,27.7778,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Exploration-exploitation trade-off,14.8148,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Social welfare maximization,4.6296,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Inequity aversion,2.7778,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Trust evaluation,0.9259,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Individual utility maximization,81.4815,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Uncertainty evaluation,75.0000,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Multidimensional reasoning,48.1481,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Risk aversion,47.2222,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Strategic equilibrium focus,45.3704,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Strategic influence,25.0000,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Exploration-exploitation trade-off,13.8889,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Strategy legibility,2.7778,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Social welfare maximization,1.8519,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Uncertainty evaluation,81.4815,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Individual utility maximization,76.8519,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Risk aversion,61.1111,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Multidimensional reasoning,49.0741,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Strategic equilibrium focus,37.9630,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Strategic influence,25.9259,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Exploration-exploitation trade-off,12.0370,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Social welfare maximization,3.7037,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Trust evaluation,0.9259,108
PublicGoods,Mediation,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Strategy legibility,0.9259,108
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Individual utility maximization,95.8333,48
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Strategic equilibrium focus,75.0000,48
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Strategic influence,8.3333,48
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Multidimensional reasoning,6.2500,48
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Strategy legibility,2.0833,48
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Risk aversion,2.0833,48
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Individual utility maximization,94.8276,58
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Strategic equilibrium focus,72.4138,58
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Risk aversion,8.6207,58
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Uncertainty evaluation,6.8966,58
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Strategic influence,5.1724,58
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Multidimensional reasoning,3.4483,58
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Individual utility maximization,97.7273,44
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Strategic equilibrium focus,59.0909,44
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Risk aversion,9.0909,44
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Uncertainty evaluation,4.5455,44
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Multidimensional reasoning,2.2727,44
PublicGoods,Mediation,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Strategy legibility,2.2727,44
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Strategic equilibrium focus,100.0000,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Individual utility maximization,87.9630,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Multidimensional reasoning,40.7407,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Strategic influence,10.1852,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Uncertainty evaluation,9.2593,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Risk aversion,5.5556,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Trust evaluation,1.8519,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Strategic equilibrium focus,100.0000,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Individual utility maximization,78.7037,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Multidimensional reasoning,42.5926,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Strategic influence,11.1111,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Risk aversion,11.1111,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Uncertainty evaluation,6.4815,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Rule misunderstanding,1.8519,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Trust evaluation,1.8519,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Strategy legibility,0.9259,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Social norm conformity,0.9259,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Strategic equilibrium focus,100.0000,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Individual utility maximization,87.9630,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Multidimensional reasoning,41.6667,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Uncertainty evaluation,13.8889,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Risk aversion,12.9630,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Strategic influence,10.1852,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Trust evaluation,1.8519,108
PublicGoods,Mediation,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Social norm conformity,0.9259,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Individual utility maximization,100.0000,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Strategic equilibrium focus,81.4815,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Individual utility maximization,100.0000,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Strategic equilibrium focus,73.1481,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Individual utility maximization,100.0000,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Strategic equilibrium focus,71.2963,108
PublicGoods,NoMechanism,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P3,Uncertainty evaluation,0.9259,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Individual utility maximization,99.0741,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Strategic equilibrium focus,90.7407,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P1,Multidimensional reasoning,0.9259,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Individual utility maximization,100.0000,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P2,Strategic equilibrium focus,92.5926,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Individual utility maximization,100.0000,108
PublicGoods,NoMechanism,google/gemini-3-flash-preview,google/gemini-3-flash-preview(CoT)#P3,Strategic equilibrium focus,92.5926,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Individual utility maximization,90.7407,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Strategic equilibrium focus,47.2222,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Uncertainty evaluation,43.5185,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Risk aversion,15.7407,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Multidimensional reasoning,11.1111,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Strategic influence,5.5556,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Exploration-exploitation trade-off,4.6296,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Strategy legibility,0.9259,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P1,Inequity aversion,0.9259,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Individual utility maximization,97.2222,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Strategic equilibrium focus,39.8148,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Uncertainty evaluation,35.1852,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Risk aversion,17.5926,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Multidimensional reasoning,10.1852,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Exploration-exploitation trade-off,4.6296,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Strategic influence,3.7037,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Inequity aversion,1.8519,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Strategy legibility,1.8519,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P2,Social welfare maximization,0.9259,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Individual utility maximization,95.3704,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Uncertainty evaluation,47.2222,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Strategic equilibrium focus,35.1852,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Risk aversion,16.6667,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Multidimensional reasoning,6.4815,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Exploration-exploitation trade-off,5.5556,108
PublicGoods,NoMechanism,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13(CoT)#P3,Strategic influence,3.7037,108
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Individual utility maximization,100.0000,25
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P1,Strategic equilibrium focus,32.0000,25
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Individual utility maximization,100.0000,26
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P2,Strategic equilibrium focus,30.7692,26
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Individual utility maximization,100.0000,38
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Strategic equilibrium focus,34.2105,38
PublicGoods,NoMechanism,openai/gpt-5.2,openai/gpt-5.2(CoT)#P3,Uncertainty evaluation,2.6316,38
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Strategic equilibrium focus,100.0000,108
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Individual utility maximization,96.2963,108
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P1,Multidimensional reasoning,0.9259,108
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Strategic equilibrium focus,100.0000,108
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P2,Individual utility maximization,97.2222,108
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Strategic equilibrium focus,100.0000,108
PublicGoods,NoMechanism,qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507(CoT)#P3,Individual utility maximization,99.0741,108
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Strategic equilibrium focus,90.9877,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Individual utility maximization,74.5062,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Strategic influence,43.6420,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Trust evaluation,36.7901,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Multidimensional reasoning,36.6667,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Reciprocity,33.0864,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Uncertainty evaluation,26.1111,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Risk aversion,18.4568,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Social welfare maximization,11.8519,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Strategy legibility,0.9259,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Exploration-exploitation trade-off,0.1852,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Inequity aversion,0.1235,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Competitiveness,0.1235,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P1,Social norm conformity,0.0617,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Strategic equilibrium focus,90.7407,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Individual utility maximization,75.9259,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Strategic influence,43.7654,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Trust evaluation,40.6790,1620
PublicGoods,Repetition,anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5(CoT)#P2,Multidimensional reasoning,34.1358,1620
